J023,NORWOOD AVE,40.68141,-73.880039
N224,NORWOOD-205 ST,40.874811,-73.878855
N225,NORWOOD-205 ST,40.874811,-73.878855
R623,NOSTRAND AVE,40.68141,-73.880039
N116,NOSTRAND AVE,40.68141,-73.880039
N117,NOSTRAND AVE,40.68141,-73.880039
B032,OCEAN PARKWAY,40.576312,-73.968501
B034,OCEAN PARKWAY,40.576312,-73.968501
C009,PACIFIC ST,40.683666,-73.97881
R115,PARK PLACE,40.674772,-73.957624
B009,PARK PLACE,40.674772,-73.957624
B014,PARKSIDE AVE,40.655292,-73.961495
N339A,PARSONS BLVD,40.707564,-73.803326
N339,PARSONS BLVD,40.707564,-73.803326
R423,PELHAM BAY PARK,40.852462,-73.828121
R328,PELHAM PARKWAY,40.858985,-73.855359
R327,PELHAM PARKWAY,40.858985,-73.855359
R727,PELHAM PARKWAY,40.858985,-73.855359
R632,PENNSYLVANIA AV,40.664635,-73.894895
R635,PRESIDENT ST,40.667883,-73.950683
A041,PRINCE ST-B'WAY,40.724329,-73.997702
A042,PRINCE ST-B'WAY,40.724329,-73.997702
C014,PROSPECT AVE,40.665414,-73.992872
R314,PROSPECT AVE,40.665414,-73.992872
R315,PROSPECT AVE,40.665414,-73.992872
C015,PROSPECT AVE,40.665414,-73.992872
B012,PROSPECT PARK,40.661614,-73.962246
B013,PROSPECT PARK,40.661614,-73.962246
N309A,QUEENS PLAZA,40.748973,-73.937243
N310,QUEENS PLAZA,40.748973,-73.937243
R509,QUEENSBORO PLZ,40.750582,-73.940202
N121B,RALPH AVE,40.678822,-73.920786
A055,RECTOR ST,40.70722,-74.013342
A054,RECTOR ST,40.70722,-74.013342
R103,RECTOR ST,40.70722,-74.013342
R102,RECTOR ST,40.70722,-74.013342
R629,ROCKAWAY AVE,40.662549,-73.908946
N122,ROCKAWAY AVE,40.662549,-73.908946
N123B,ROCKAWAY AVE,40.662549,-73.908946
N134,ROCKAWAY BLVD,40.680429,-73.843853
N135,ROCKAWAY BLVD,40.680429,-73.843853
N187,ROCKAWAY PK 116,40.580903,-73.835592
N602,ROOSEVELT IS,40.759145,-73.95326
